Id;Taksonsorteringsrekkefølge;Valideringsstatus;Rødlistekategori;Artsnavn;Vitenskapelig navn;Autor;Skjermet funn;Antall;Enhet;Alder;Kjønn;Aktivitet;Metode;Superlokalitet;Lokalitetsnavn;Østkoordinat;Nordkoordinat;Nøyaktighet;Originale koordinater;Fylke;Kommune;Fylke;IKKE I NORGE;Ekstern id;Startdato;Stattidspunkt;Sluttdato;Sluttidspunkt;Kommentar;Ikke gjenfunnet;Usikker artsbestemmelse;Uspontan;Natursystem;Natursystem beskrivelse;Livsmedium;Vitenskapelig livsmediumnavn;Art som livsmedium, beskrivelse;Livsmedium;Livsmediumbeskrivelse;Min. dybde;Maks. dybde;Høyde min;Høyde maks;Offentlig samling;Privat samling;Samlingsnummer;Samlingsbeskrivelse;Artsbestemt av;Bestemmelsesdato;Bekrefter;Bekreftelsesdato;Redigeringsansvarlig;Rapportør;Observatører;Prosjekt
30494734;70416360;Godkjent basert på sjeldenhetsrapport;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;3;;;;;;;Utsira;-74589;6618093;0;Ø-74587, N6618093 Sone 33 (±0m) UTM(WGS 84);Rogaland;Utsira;;;;2022-10-10;;2022-10-10;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;"Utsira Fuglestasjon
";Torborg Berge;Mark Thomson, Håkon Heggland, Martin Fauskanger Andersen, Grethe Sogn Heggland, Anders Braut Simonsen, Torborg Berge, Matheo Landsverk, Aleksander Landsverk, Egil Ween;
30490084;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;;;;Overflygende;;;Værøy;400569;7508972;0;Ø400569, N7508972 Sone 33 (±0m) UTM(WGS 84);Nordland;Værøy;;;;2022-09-29;;2022-09-29;;Nordland;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Tore Berg;Tore Berg;John Alsvik, Tore Berg, Geir Kristensen;
30490083;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;;;;Overflygende;;;Værøy;400569;7508972;0;Ø400569, N7508972 Sone 33 (±0m) UTM(WGS 84);Nordland;Værøy;;;;2022-09-26;;2022-09-26;;Plantefeltet;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Tore Berg;Tore Berg;Tore Berg, Geir Kristensen, John Alsvik;
30474680;70416360;Godkjent basert på sjeldenhetsrapport;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;2;; ; ;Næringssøkende;;Røstlandet;Kalvøya;375572;7491334;706;;Nordland;Røst;;;;2022-10-07;;2022-10-07;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Martin Eggen;Martin Eggen;Thorbjørn Aakre, Bjørn Olav Tveit, Thor Edgar  Kristiansen, Martin Eggen;
30458290;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;2;; ; ;Næringssøkende;;Myken;Fjøsen;389107;7407015;25;;Nordland;Rødøy;;;;2022-09-30;;2022-09-30;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Atle Ivar Olsen;Atle Ivar Olsen;Magnhild Johansen, Atle Ivar Olsen;
30458288;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Næringssøkende;;;Myken;388959;7406900;2000;Ø388959, N7406900 Sone 33 (±2000m) UTM(WGS 84);Nordland;Rødøy;;;;2022-09-30;;2022-09-30;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Atle Ivar Olsen;Atle Ivar Olsen;Magnhild Johansen, Atle Ivar Olsen;
30456682;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;3;; ; ;Næringssøkende;;;Myken;388959;7406900;2000;Ø388959, N7406900 Sone 33 (±2000m) UTM(WGS 84);Nordland;Rødøy;;;;2022-09-29;;2022-09-29;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Atle Ivar Olsen;Atle Ivar Olsen;Magnhild Johansen, Atle Ivar Olsen;
30455192;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Ringmerket;;;Myken;388959;7406900;2000;Ø388959, N7406900 Sone 33 (±2000m) UTM(WGS 84);Nordland;Rødøy;;;;2022-09-28;;2022-09-28;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Atle Ivar Olsen;Atle Ivar Olsen;Magnhild Johansen, Atle Ivar Olsen;
30454496;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;2;; ; ;Næringssøkende;;;Myken;388959;7406900;2000;Ø388959, N7406900 Sone 33 (±2000m) UTM(WGS 84);Nordland;Rødøy;;;;2022-09-26;;2022-09-26;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Atle Ivar Olsen;Atle Ivar Olsen;Magnhild Johansen, Atle Ivar Olsen;
30435514;70416360;Godkjent basert på sjeldenhetsrapport;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Næringssøkende;;Å;Å, Moskenes;415179;7531035;100;;Nordland;Moskenes;;;;2022-09-30;;2022-09-30;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Martin Eggen;Martin Eggen;Martin Eggen;
30426088;70416360;Godkjent basert på sjeldenhetsrapport;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Næringssøkende;;Utsira;Søppelplassen;-73292;6617940;0;Ø-73290, N6617940 Sone 33 (±0m) UTM(WGS 84);Rogaland;Utsira;;;;2022-10-01;;2022-10-01;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Tore Vang;Tore Vang;Maria Sollihaug, Tore Vang;
30425891;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;2;; ; ; ;;;Myken;388959;7406900;2000;Ø388959, N7406900 Sone 33 (±2000m) UTM(WGS 84);Nordland;Rødøy;;;;2022-10-01;;2022-10-01;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bjørn Fuldseth;Bjørn Fuldseth;Øivind Wathne Johannessen, Bjørn Fuldseth;
30424829;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Rastende;;Værøy;Skogen;400800;7508713;100;Ø400800, N7508713 Sone 33 (±100m) UTM(WGS 84);Nordland;Værøy;;;;2022-10-01;;2022-10-01;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;John Stenersen;John Stenersen;John Stenersen;
30420370;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;2;; ; ; ;;;Husøy;370353;7378628;1000;Ø370353, N7378628 Sone 33 (±1000m) UTM(WGS 84);Nordland;Træna;;;;2022-09-30;;2022-09-30;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bård Nyberg;Bård Nyberg;Vidar Krøke Steinvik, Terje Kolaas, Trond Sørhuus, Bård Nyberg;
30418956;70416360;Godkjent. Foto eller lyd gransket av validator;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;3;; ; ; ;;;Myken;388959;7406900;2000;Ø388959, N7406900 Sone 33 (±2000m) UTM(WGS 84);Nordland;Rødøy;;;;2022-09-30;;2022-09-30;;Én med ring;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bjørn Fuldseth;Bjørn Fuldseth;Øivind Wathne Johannessen, Bjørn Fuldseth;
30415448;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Rastende;;Røstlandet;Brasen;375967;7492003;634;;Nordland;Røst;;;;2022-09-29;;2022-09-29;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;John Stenersen;John Stenersen;Håvard Eggen, John Stenersen;
30415444;70416360;Godkjent. Foto eller lyd gransket av validator;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Ringmerket;;Røstlandet;Kalvøya;375572;7491334;706;;Nordland;Røst;;;;2022-09-29;;2022-09-29;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;John Stenersen;John Stenersen;Håvard Eggen, John Stenersen;
30414588;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;2;; ; ; ;;;Husøy;370353;7378628;1000;Ø370353, N7378628 Sone 33 (±1000m) UTM(WGS 84);Nordland;Træna;;;;2022-09-29;;2022-09-29;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bård Nyberg;Bård Nyberg;Vidar Krøke Steinvik, Terje Kolaas, Trond Sørhuus, Bård Nyberg;
30413562;70416360;Godkjent. Foto eller lyd gransket av validator;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;2;; ; ; ;;;Myken;388959;7406900;2000;Ø388959, N7406900 Sone 33 (±2000m) UTM(WGS 84);Nordland;Rødøy;;;;2022-09-29;;2022-09-29;;Én av dem med ring (trolig den som ble merket i går) ;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bjørn Fuldseth;Bjørn Fuldseth;Øivind Wathne Johannessen, Bjørn Fuldseth;
30410198;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Stasjonær;;;Sleneset, No;392501;7362452;0;Ø392501, N7362452 Sone 33 (±0m) UTM(WGS 84);Nordland;Lurøy;;;;2022-09-28;9:00:00;2022-09-28;12:00:00;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Peter Sjolte Ranke;Peter Sjolte Ranke;Peter Sjolte Ranke;
30409386;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ; ;;;Husøy;370353;7378628;1000;Ø370353, N7378628 Sone 33 (±1000m) UTM(WGS 84);Nordland;Træna;;;;2022-09-28;;2022-09-28;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bård Nyberg;Bård Nyberg;Vidar Krøke Steinvik, Terje Kolaas, Trond Sørhuus, Bård Nyberg;
30408338;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Ringmerket;;;Myken;388959;7406900;2000;Ø388959, N7406900 Sone 33 (±2000m) UTM(WGS 84);Nordland;Rødøy;;;;2022-09-28;;2022-09-28;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bjørn Fuldseth;Bjørn Fuldseth;Øivind Wathne Johannessen, Bjørn Fuldseth;
30404107;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ; ;;;Husøy;370353;7378628;1000;Ø370353, N7378628 Sone 33 (±1000m) UTM(WGS 84);Nordland;Træna;;;;2022-09-27;;2022-09-27;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bård Nyberg;Bård Nyberg;Roar Rismark, Vidar Krøke Steinvik, Terje Kolaas, Trond Sørhuus, Bård Nyberg;
30403123;70416360;Godkjent. Foto eller lyd gransket av validator;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ; ;;;Myken;388959;7406900;2000;Ø388959, N7406900 Sone 33 (±2000m) UTM(WGS 84);Nordland;Rødøy;;;;2022-09-27;;2022-09-27;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bjørn Fuldseth;Bjørn Fuldseth;Øivind Wathne Johannessen, Bjørn Fuldseth;
30401242;70416360;Godkjent. Foto eller lyd gransket av validator;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Næringssøkende;;;Bjørnøya meteorologiske stasjon;619250;8272140;0;Ø619250, N8272140 Sone 33 (±0m) UTM(WGS 84);Svalbard med sjøområder;Bjørnøya med kystnære øyer;;;;2022-09-27;10:50:00;2022-09-27;10:50:00;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Venke Ivarrud;Venke Ivarrud;Venke Ivarrud;
30398395;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ; ;;;Husøy;370353;7378628;1000;Ø370353, N7378628 Sone 33 (±1000m) UTM(WGS 84);Nordland;Træna;;;;2022-09-26;;2022-09-26;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Trond Sørhuus;Trond Sørhuus;Bård Nyberg, Vidar Krøke Steinvik, Terje Kolaas, Roar Rismark, Trond Sørhuus;
30392255;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;2;; ; ; ;;;Husøy;370353;7378628;1000;Ø370353, N7378628 Sone 33 (±1000m) UTM(WGS 84);Nordland;Træna;;;;2022-09-25;;2022-09-25;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bård Nyberg;Bård Nyberg;Trond Sørhuus, Vidar Krøke Steinvik, Terje Kolaas, Anders Sørhuus, Roar Rismark, Bård Nyberg;
30384120;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;3;; ; ; ;;;Husøy;370353;7378628;1000;Ø370353, N7378628 Sone 33 (±1000m) UTM(WGS 84);Nordland;Træna;;;;2022-09-24;;2022-09-24;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bård Nyberg;Bård Nyberg;Vidar Krøke Steinvik, Terje Kolaas, Anders Sørhuus, Roar Rismark, Bård Nyberg;
30383228;70416360;Godkjent. Foto eller lyd gransket av validator;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;;1K; ;Ringmerket;;Reve;Revtangen OS;-47921;6552420;0;Ø-47920, N6552420 Sone 33 (±0m) UTM(WGS 84);Rogaland;Klepp;;;;2022-09-24;9:40:00;2022-09-24;10:30:00;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Torborg Berge;Torborg Berge;Martin Dagsland, Leif Bjørn Lunde, Øyvind Slyk, Kjell Morten Jekteberg, Egil Ween, Trond Ove Stakkeland, Bjørn Mo, Oliver Skår, Hogne Skår, Alf Tore Mjøs, Torborg Berge;
30377790;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;2;;;;;;;Værøy;400569;7508972;0;Ø400569, N7508972 Sone 33 (±0m) UTM(WGS 84);Nordland;Værøy;;;;2022-09-23;;2022-09-23;;Plantefeltet;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Tore Berg;Tore Berg;John Alsvik, Geir Kristensen, Tore Berg;
30376444;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;4;; ; ; ;;;Husøy;370353;7378628;1000;Ø370353, N7378628 Sone 33 (±1000m) UTM(WGS 84);Nordland;Træna;;;;2022-09-23;;2022-09-23;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bård Nyberg;Bård Nyberg;Roar Rismark, Vidar Krøke Steinvik, Anders Sørhuus, Terje Kolaas, Bård Nyberg;
30373173;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Næringssøkende;;Moskenesvågen;Moskenes (gravplass);418042;7533393;0;Ø418042, N7533393 Sone 33 (±0m) UTM(WGS 84);Nordland;Moskenes;;;;2022-09-23;;2022-09-23;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Martin Eggen;Martin Eggen;Martin Eggen;
30367864;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ; ;;;Husøy;370353;7378628;1000;Ø370353, N7378628 Sone 33 (±1000m) UTM(WGS 84);Nordland;Træna;;;;2022-09-22;;2022-09-22;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bård Nyberg;Bård Nyberg;Terje Kolaas, Anders Sørhuus, Roar Rismark, Vidar Krøke Steinvik, Bård Nyberg;
30354485;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ; ;;;Husøy;370353;7378628;1000;Ø370353, N7378628 Sone 33 (±1000m) UTM(WGS 84);Nordland;Træna;;;;2022-09-20;;2022-09-20;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bård Nyberg;Bård Nyberg;Terje Kolaas, Bård Nyberg;
30352415;70416360;Godkjent basert på sjeldenhetsrapport;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;;1K+; ;Næringssøkende;;Korshavn;Austberget;424177;7554609;200;Ø424177, N7554609 Sone 33 (±200m) UTM(WGS 84);Nordland;Flakstad;;;;2022-09-20;;2022-09-20;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Martin Eggen;Martin Eggen;Martin Eggen;
30342178;70416360;Godkjent basert på observatørens opplysninger;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ; ;;;Husøy;370353;7378628;1000;Ø370353, N7378628 Sone 33 (±1000m) UTM(WGS 84);Nordland;Træna;;;;2022-09-18;;2022-09-18;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Bård Nyberg;Bård Nyberg; Tore Rausandaksel, Eirik Røtnes, Astrid Einspinner, Roar Ottesen, Terje Kolaas, Bård Nyberg;
30331865;70416360;Godkjent. Foto eller lyd gransket av validator;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Ringmerket;;Utsira;Søre merkeskog;-75102;6618270;0;Ø-75100, N6618270 Sone 33 (±0m) UTM(WGS 84);Rogaland;Utsira;;;;2022-09-10;;2022-09-10;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;BirdLife Norge;Tor Olsen;Håkon Heggland, Grethe sogn  Heggland , Random Person, Truls WeXhal Andersen;
30316011;70416360;Godkjent basert på sjeldenhetsrapport;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Ringmerket;;Nesseby;Giskananjohka;1019924;7842832;0;Ø1019910, N7842830 Sone 33 (±0m) UTM(WGS 84);Troms og Finnmark;Nesseby;;;;2022-09-14;;2022-09-14;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Nigel Goodgame;Nigel Goodgame;Michael Fredriksen, Nils Fredriksen, Nigel Goodgame;
30279309;70416360;Godkjent. Foto eller lyd gransket av validator;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Ringmerket;;Stabbursnes;Valdakmyra;874283;7813914;750;Ø874282, N7813914 Sone 33 (±750m) UTM(WGS 84);Troms og Finnmark;Porsanger;;;;2022-09-09;6:00:00;2022-09-09;13:00:00;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;Tomas Aarvak;Tomas Aarvak;Tomas Aarvak, Ingar Jostein Øien, Camilla Betten;
30269937;70416360;Godkjent basert på sjeldenhetsrapport;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;1;; ; ;Ringmerket;;Titran;Holmskogen;169253;7077825;78;Ø169253, N7077825 Sone 33 (±78m) UTM(WGS 84);Trøndelag;Frøya;;;;2022-09-08;;2022-09-08;;;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;BirdLife Norge;Arnt Stavne;Jan-Egil Eilertsen, Kjell Stokke, Erik Bangjord, Einar Sæter, Arild Espelien, Arnt Stavne;
28519838;70416360;Godkjent. Foto eller lyd gransket av validator;;sibirpiplerke;Anthus hodgsoni;Richmond, 1907;Nei;3;; ; ;Rastende;;Utsira;Nore merkeskog;-75028;6618530;0;Ø-75026, N6618530 Sone 33 (±0m) UTM(WGS 84);Rogaland;Utsira;;;;2021-10-10;;2021-10-10;;antatt ett nytt ind sammen med fugler fra 6. og 7. okt.;FALSE;FALSE;FALSE;;;;;;;;;;;;; ;;;;;;;BirdLife Norge;Tor Olsen;Anders Braut Simonsen, Jerry Skogbeck, Kjetil Salomonsen, Trond Ove Stakkeland, Random Person, Ingvar Måge, Dag Gjerde, Ingunn Løyning, Solfrid Åsta Kvam, Ragnar Vikøren, Eivind Gjerde, Hege Gjerde, Kristin Gjerde, Kjell Morten Jekteberg, Reidar Myhre, Geir Anderssen, Finn Nilsen, Terje Pettersen, Espen Sundet Nilsen, Torborg Berge, Bjørn Mo;
